Population,CO2 Combustion per EJ,Coal Consumption in EJ,Coal Production in EJ,Gas Consumption in EJ,Gas Production in EJ,HydEl Production in EJ,Nuclear Power Production in EJ,Oil Consumption in MTonnes,Oil Production in MTonnes,Solar Power Production in EJ,Wind Power Production in EJ,id,name,group
12.381256,62.292019217444,0.0029307599179447,0.0,0.0267498,0.0,0.0042580645531416,0.0,1.289,26.139312342569,0.0,0.0,0,Algeria,Africa
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.655,0.0,0.0,1,Angola,Africa
22.053661,69.475001844519,0.030438177287579,0.0,0.1484424,0.0,0.013041560538113,0.0,23.399927657206,13.76475862069,0.0,0.0,2,Argentina,S. & Cent. America
11.359442,77.522479255043,0.72729998826981,0.0,0.00010611,0.0,0.081858694553375,0.0,16.815,0.34620596205962,0.0,0.0,3,Australia,Asia Pacific
7.269888,57.944204521057,0.21281364560127,0.0,0.063103128840754,0.0,0.17120613157749,0.0,5.561,0.0,0.0,0.0,4,Austria,Europe
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,Bahrain,Middle East
9.412088,83.891991280822,0.80257374048233,0.0,0.002646,0.0,0.0028954839799553,0.0,15.94,0.0,0.0,0.0,6,Belgium,Europe
84.623747,52.257494818996,0.072640977799892,0.0,0.001848317510708,0.0,0.27161130309105,0.0,14.843,5.0451912790698,0.0,0.0,7,Brazil,S. & Cent. America
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9649741144414,0.0,0.0,8,Brunei,Asia Pacific
8.245072,85.108778764907,0.25104051828384,0.0,0.00202581,0.0,0.021290322765708,0.0,3.702,0.0,0.0,0.0,9,Bulgaria,Europe
19.688805,52.06017773018,0.64794915914536,0.0,0.78006321,0.0,1.2570657730103,0.0013075268361717,53.835,43.874177666038,0.0,0.0,10,Canada,North America
8.994936,63.461446742517,0.048776220530272,0.0,0.02224008,0.0,0.042090967297554,0.0,3.4418392126164,0.0,0.0,0.0,11,Chile,S. & Cent. America
723.846349,88.336164097722,4.790536403656,0.0,0.039911504424779,0.0,0.23522612452507,0.0,10.96,11.31,0.0,0.0,12,China,Asia Pacific
3.602029,75.347087080154,0.0051497640088201,0.0,0.0,0.0,0.0,0.0,2.12084726,0.0,0.0,0.0,13,China Hong Kong SAR,Asia Pacific
18.275814,67.554647270637,0.084322154521942,0.0,0.0322245,0.0,0.037725914269686,0.0,4.5999588770346,10.654545603821,0.0,0.0,14,Colombia,S. & Cent. America
0.617344,72.042650169667,0.0,0.0,0.0,0.0,0.0,0.0,0.394,0.0,0.0,0.0,15,Cyprus,Europe
9.70273,92.558285721725,1.4790289402008,0.0,0.0154458,0.0,0.02375783957541,0.0,3.997,0.0,0.0,0.0,16,Czech Republic,Europe
4.756337,79.734588711832,0.15483205020428,0.0,0.0,0.0,0.0002661290345713,0.0,10.405,0.0,0.0,0.0,17,Denmark,Europe
5.337352,66.373065221497,0.0,0.0,0.0,0.0,0.002650645095855,0.0,0.661,0.4287812041116,0.0,0.0,18,Ecuador,S. & Cent. America
30.818469,69.392344375901,0.016872804611921,0.0,0.00169785,0.0,0.01844172924757,0.0,6.936,6.478,0.0,0.0,19,Egypt,Africa
4.564584,59.555906265645,0.072935350239277,0.0,0.0,0.0,0.099569894373417,0.0,5.721,0.0,0.0,0.0,20,Finland,Europe
48.168804,69.875369958188,1.7320876121521,0.0,0.180169182756,0.0,0.49905678629875,0.0091629028320312,53.887,0.0,0.0,0.0,21,France,Europe
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.265,0.0,0.0,22,Gabon,Africa
76.037469,85.169336299571,6.7301154136658,0.0,0.11151242500265,0.0,0.17258158326149,0.0011951612541452,86.274,0.0,0.0,0.0,23,Germany,Europe
8.526254,79.009825550828,0.088215872645378,0.0,0.0,0.0,0.008526774123311,0.0,4.435,0.0,0.0,0.0,24,Greece,Europe
10.140854,89.355297228311,0.45677986741066,0.0,0.0489501,0.0,0.000798387103714,0.0,3.776,0.0,0.0,0.0,25,Hungary,Europe
0.192309,54.845277256992,0.0002736750175245,0.0,0.0,0.0,0.0068203546106815,0.0,0.469,0.0,0.0,0.0,26,Iceland,Europe
500.114346,75.08928148453,1.4882664680481,0.0,0.008541072,0.0,0.20403514802456,0.0,12.642,3.022,0.0,0.0,27,India,Asia Pacific
101.665345,66.196348935087,0.0054009719751775,0.0,0.01827,0.0,0.019429678097367,0.0,6.12,24.535269709544,0.0,0.0,28,Indonesia,Asia Pacific
24.667026,60.604108048743,0.0088341478258371,0.0,0.028127804171968,0.0,0.018300592899323,0.0,6.9113941399097,95.662087912088,0.0,0.0,29,Iran,Middle East
8.270544,70.343287831053,0.0,0.0,0.0170316,0.0,0.000752723601181,0.0,1.5546719292424,64.675438596491,0.0,0.0,30,Iraq,Middle East
2.852401,82.034686374761,0.13087937235832,0.0,0.0,0.0,0.010028061456978,0.0,2.424,0.0,0.0,0.0,31,Ireland,Europe
3.509605,71.751334594645,0.0,0.0,0.002651038221762,0.0,0.0,0.0,3.4258735709953,0.0,0.0,0.0,32,Israel,Middle East
51.452854,61.292898636868,0.36115336418152,0.0,0.2654892,0.0,0.45384579896927,0.035854838788509,52.29,2.278,0.0,0.0,33,Italy,Europe
99.468746,68.074617082894,2.0394823551178,0.0,0.0657414,0.0,0.80977743864059,0.0002553763333708,87.936,0.0,0.0,0.0,34,Japan,Asia Pacific
0.51384,58.32865736275,0.0,0.0,0.0621414,0.0,0.0,0.0,5.2817041552172,119.01136187898,0.0,0.0,35,Kuwait,Middle East
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.981770833333,0.0,0.0,36,Libya,Africa
0.329794,88.93269455191,0.11417822539806,0.0,0.0,0.0,0.0009198696934618,0.0,0.831,0.0,0.0,0.0,37,Luxembourg,Europe
9.091016,69.350141841306,0.0006280199741013,0.0,0.0,0.0,0.0062487097457051,0.0,2.6123508925966,0.047774869109948,0.0,0.0,38,Malaysia,Asia Pacific
42.737991,58.840008237716,0.028880000114441,0.0,0.29032878961394,0.0,0.094348065555096,0.0,14.842952329361,18.053894057434,0.0,0.0,39,Mexico,North America
13.38188,55.854098263648,0.0076092001982033,0.0,0.0018522,0.0,0.012912580743432,0.0,0.95477906967326,0.0,0.0,0.0,40,Morocco,Africa
12.275792,75.809960665388,0.37099999189377,0.0,0.054,0.0,0.0,0.0,25.286,0.0,0.0,0.0,41,Netherlands,Europe
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,Netherlands Antilles,S. & Cent. America
2.638316,49.048145088119,0.068872861564159,0.0,0.0,0.0,0.10665152966976,0.0,2.718,0.0,0.0,0.0,43,New Zealand,Asia Pacific
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.506477732794,0.0,0.0,44,Nigeria,Africa
3.72351,22.841777721779,0.031958725303411,0.0,0.0,0.0,0.52642452716827,0.0,5.105,0.0,0.0,0.0,45,Norway,Europe
0.593808,72.384807828123,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,46,Oman,Middle East
110.341785,65.891562089212,0.057735972106457,0.0,0.05317614,0.0,0.023381477221847,0.0,3.777,0.0,0.0,0.0,58,Pakistan,Asia Pacific
11.78158,61.292380517183,0.0015109434025362,0.0,0.013167,0.0,0.027943547815084,0.0,3.6203093,3.3941650880568,0.0,0.0,59,Peru,S. & Cent. America
32.805538,66.975254431211,0.0018558828160167,0.0,0.0,0.0,0.016499999910593,0.0,4.176,0.0,0.0,0.0,60,Philippines,Asia Pacific
31.224081,90.543708381536,2.490350484848,0.0,0.0616752,0.0,0.0095380647107959,0.0,5.409,0.0,0.0,0.0,61,Poland,Europe
8.899092,58.665966515563,0.024785855785012,0.0,0.0,0.0,0.042314514517784,0.0,2.569,0.0,0.0,0.0,62,Portugal,Europe
0.064842,60.636065549534,0.0,0.0,0.00301806,0.0,0.0,0.0,0.047,11.605327438217,0.0,0.0,63,Qatar,Middle East
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071,0.0,0.0,64,Republic of Congo,Africa
19.117072,67.822052806606,0.18252883851528,0.0,0.5057649729,0.0,0.010698387399316,0.0,7.147,12.821,0.0,0.0,65,Romania,Europe
4.978922,73.821324871725,0.0,0.0,0.0216144,0.0,0.0,0.0,19.577,111.02417582418,0.0,0.0,66,Saudi Arabia,Middle East
1.860651,75.944443335549,0.0001674719969742,0.0,0.0,0.0,0.0,0.0,4.1088667042458,0.0,0.0,0.0,67,Singapore,Asia Pacific
4.363511,80.732581213666,0.25282999873161,0.0,0.01074708,0.0,0.023663748055696,0.0,2.298,0.0,0.0,0.0,68,Slovakia,Europe
19.187194,88.772098569514,1.0323393344879,0.0,0.0,0.0,0.0003938709560316,0.0,5.606,0.0,0.0,0.0,69,South Africa,Africa
29.179407,92.340981473433,0.20733033120632,0.0,0.0,0.0,0.0075626098550856,0.0,1.287,0.0,0.0,0.0,70,South Korea,Asia Pacific
32.112015,66.218406594569,0.40611961483955,0.0,0.0,0.0,0.20957128703594,0.0,14.209,0.0,0.0,0.0,71,Spain,Europe
11.035224,67.350150338718,0.0,0.0,0.0,0.0,0.0038854838348925,0.0,0.79163180102151,0.0,0.0,0.0,72,Sri Lanka,Asia Pacific
7.755752,48.622236172414,0.093337379395962,0.0,0.0,0.0,0.49418032169342,0.0001838709722505,19.446428403804,0.0,0.0,0.0,73,Sweden,Europe
5.857048,44.504041011534,0.053399998694658,0.0,0.0,0.0,0.25651946663857,0.0,8.037,0.0,0.0,0.0,74,Switzerland,Europe
13.070708,74.411556306329,0.12497597932816,0.0,0.00830583,0.0,0.027528386563063,0.0,2.164,0.0,0.0,0.0,75,Taiwan,Asia Pacific
30.94027,66.642417150257,0.0018840599805117,0.0,0.0,0.0,0.0089525803923607,0.0,2.3,0.0,0.0,0.0,76,Thailand,Asia Pacific
0.928462,63.291498053562,0.0,0.0,0.0411399,0.0,0.0,0.0,1.9011595062357,6.6714597902098,0.0,0.0,94,Trinidad & Tobago,S. & Cent. America
31.374536,76.374742142224,0.15365555882454,0.0,0.0,0.0,0.023195806890726,0.0,3.564,0.0,0.0,0.0,95,Turkiye,Europe
189.703283,66.404342277156,11.607278823853,0.0,14.973141965729,0.0,2.1181111335754,0.039319343864918,533.2297766397,427.69444187422,0.0,0.0,96,US,North America
230.320562,76.594388353551,12.453078269958,0.0,4.380329778279,0.0,0.86687809228897,0.019005795940757,168.32461802699,242.888,0.0,0.0,97,USSR,CIS
0.173797,71.125166553884,0.0,0.0,0.0,0.0,0.0,0.0,0.069570091245588,13.666312856574,0.0,0.0,98,United Arab Emirates,Middle East
54.279622,82.521503096787,4.915177822113,0.0,0.030940452,0.0,0.04909548535943,0.15460483729839,74.981,0.084,0.0,0.0,99,United Kingdom,Europe
9.688138,63.453830754979,0.000837359984871,0.0,0.27064908,0.0,0.014573225751519,0.0,9.555840083955,184.11396184679,0.0,0.0,100,Venezuela,S. & Cent. America
37.466077,77.580447227683,0.037576969712973,0.0,0.0,0.0,0.0036193549167365,0.0,1.485763772066,0.0,0.0,0.0,101,Vietnam,Asia Pacific
